movieId,Title,bag_of_words
233,Exotica,brucegreenwood miakirshner donmckellar eliaskoteas atomegoyan D r a m a
852,Tin Cup,kevincostner renerusso donjohnson cheechmarin ronshelton C o m e d y   D r a m a   R o m a n c e
134130,The Martian,mattdamon jessicachastain kristenwiig jeffdaniels ridleyscott A d v e n t u r e   D r a m a   S c i - F i
41571,Memoirs of a Geisha,suzukaohgo togoigawa mako samanthafuterman robmarshall D r a m a   R o m a n c e
1673,Boogie Nights,luisguzmán burtreynolds juliannemoore ricobueno paulthomasanderson D r a m a
48774,Children of Men,cliveowen juangabrielyacuzzi michaelcaine mishalhusain alfonsocuarón A c t i o n   A d v e n t u r e   D r a m a   S c i - F i   T h r i l l e r
5528,One Hour Photo,robinwilliams connienielsen michaelvartan dylansmith markromanek D r a m a   T h r i l l e r
637,Sgt. Bilko,stevemartin danaykroyd philhartman glenneheadly jonathanlynn C o m e d y
53121,Shrek the Third,"mikemyers eddiemurphy camerondiaz antoniobanderas chrismiller,ramanhui(co-director) A d v e n t u r e   A n i m a t i o n   C h i l d r e n   C o m e d y   F a n t a s y"
5151,40 Days and 40 Nights,joshhartnett shannynsossamon paulocostanzo adamtrese michaellehmann C o m e d y   R o m a n c e
435,Coneheads,robertknott jonathanpenner whiphubley danaykroyd stevebarron C o m e d y   S c i - F i
1005,D3: The Mighty Ducks,emilioestevez jeffreynordling davidselby heidikling robertlieberman C h i l d r e n   C o m e d y
81,Things to Do in Denver When You're Dead,andygarcia christopherlloyd williamforsythe billnunn garyfleder C r i m e   D r a m a   R o m a n c e
5810,8 Mile,eminem kimbasinger mekhiphifer brittanymurphy curtishanson D r a m a
351,"Corrina, Corrina",noreenhennessey lucywebb ericayohn tinamajorino jessienelson C o m e d y   D r a m a   R o m a n c e
2053,"Honey, I Blew Up the Kid",rickmoranis marciastrassman robertoliveri danielshalikar randalkleiser C h i l d r e n   C o m e d y   S c i - F i
762,Striptease,demimoore burtreynolds armandassante vingrhames andrewbergman C o m e d y   C r i m e
59141,Son of Rambow,neildudgeon billmilner jessicahynes annawing garthjennings C h i l d r e n   C o m e d y   D r a m a
6873,Intolerable Cruelty,"georgeclooney catherinezeta-jones geoffreyrush cedrictheentertainer joelcoen,ethancoen C o m e d y   R o m a n c e"
1963,Take the Money and Run,woodyallen janetmargolin marcelhillaire jacquelynhyde woodyallen C o m e d y   C r i m e
55284,Rendition,jakegyllenhaal reesewitherspoon merylstreep alanarkin gavinhood D r a m a   T h r i l l e r
70769,If Only,jenniferlovehewitt paulnicholls tomwilkinson dianahardcastle giljunger D r a m a   F a n t a s y   R o m a n c e   T h r i l l e r
60161,Futurama: The Beast with a Billion Backs,billywest kateysagal johndimaggio tressmacneille peteravanzino A c t i o n   A n i m a t i o n   C o m e d y   R o m a n c e   S c i - F i
140267,The Witch,anyataylor-joy ralphineson katedickie harveyscrimshaw roberteggers H o r r o r
104,Happy Gilmore,adamsandler christophermcdonald juliebowen francesbay dennisdugan C o m e d y
1032,Alice in Wonderland,johnnydepp miawasikowska helenabonhamcarter annehathaway timburton A d v e n t u r e   A n i m a t i o n   C h i l d r e n   F a n t a s y   M u s i c a l
7254,The Butterfly Effect,"ashtonkutcher melorawalters amysmart eldenhenson ericbress,j.mackyegruber D r a m a   S c i - F i   T h r i l l e r"
3269,Forever Young,melgibson jamieleecurtis elijahwood isabelglasser steveminer D r a m a   R o m a n c e   S c i - F i
1513,Romy and Michele's High School Reunion,mirasorvino lisakudrow janeanegarofalo alancumming davidmirkin C o m e d y
5014,I Am Sam,seanpenn michellepfeiffer dakotafanning diannewiest jessienelson D r a m a
68319,X-Men Origins: Wolverine,hughjackman lievschreiber dannyhuston will.i.am gavinhood A c t i o n   S c i - F i   T h r i l l e r
122,Boomerang,eddiemurphy robingivens halleberry davidalangrier reginaldhudlin C o m e d y   R o m a n c e
4638,Jurassic Park III,samneill williamh.macy téaleoni alessandronivola joejohnston A c t i o n   A d v e n t u r e   S c i - F i   T h r i l l e r
3617,Road Trip,breckinmeyer seannwilliamscott amysmart paulocostanzo toddphillips C o m e d y
1278,Young Frankenstein,genewilder peterboyle martyfeldman madelinekahn melbrooks C o m e d y   F a n t a s y
2271,Permanent Midnight,benstiller mariabello jaypaulson spencergarrett davidveloz D r a m a
3864,Godzilla 2000,takehiromurata hiroshiabe naominishida mayusuzuki takaookawara A c t i o n   A d v e n t u r e   S c i - F i
1241,Dead Alive,timothybalme dianapeñalver elizabethmoody ianwatkin peterjackson C o m e d y   F a n t a s y   H o r r o r
5219,Resident Evil,ryanmccluskey oscarpearce indraové annabolt paulw.s.anderson A c t i o n   H o r r o r   S c i - F i   T h r i l l e r
520,Robin Hood: Men in Tights,caryelwes richardlewis rogerrees amyyasbeck melbrooks C o m e d y
3173,Any Given Sunday,alpacino camerondiaz dennisquaid jameswoods oliverstone D r a m a
2701,Wild Wild West,willsmith kevinkline kennethbranagh salmahayek barrysonnenfeld A c t i o n   C o m e d y   S c i - F i   W e s t e r n
227,Drop Zone,wesleysnipes garybusey yancybutler michaeljeter johnbadham A c t i o n   T h r i l l e r
7445,Man on Fire,denzelwashington dakotafanning radhamitchell christopherwalken tonyscott A c t i o n   C r i m e   D r a m a   M y s t e r y   T h r i l l e r
117533,Citizenfour,edwardsnowden glenngreenwald williambinney jacobappelbaum laurapoitras D o c u m e n t a r y
45186,Mission: Impossible III,tomcruise philipseymourhoffman vingrhames billycrudup j.j.abrams A c t i o n   A d v e n t u r e   T h r i l l e r
91014,Shaolin,shaoqunyu chenzhiui xingyu jingwu bennychan A c t i o n   D r a m a
4890,Shallow Hal,"gwynethpaltrow jackblack jasonalexander joeviterelli bobbyfarrelly,peterfarrelly C o m e d y   F a n t a s y   R o m a n c e"
3477,Empire Records,anthonylapaglia maxwellcaulfield debimazar rorycochrane allanmoyle C o m e d y   D r a m a
7119,Crazy People,"dudleymoore darylhannah paulreiser j.t.walsh tonybill,barryl.young C o m e d y"
7438,Kill Bill: Vol. 2,vivicaa.fox ambrosiakelley michaelparks jamesparks quentintarantino A c t i o n   D r a m a   T h r i l l e r
91542,Sherlock Holmes: A Game of Shadows,robertdowneyjr. judelaw noomirapace rachelmcadams guyritchie A c t i o n   A d v e n t u r e   C o m e d y   C r i m e   M y s t e r y   T h r i l l e r
8914,Primer,shanecarruth davidsullivan caseygooden anandupadhyaya shanecarruth D r a m a   S c i - F i
2676,Instinct,anthonyhopkins cubagoodingjr. donaldsutherland mauratierney jonturteltaub D r a m a   T h r i l l e r
2706,American Pie,"jasonbiggs jennifercoolidge shannonelizabeth alysonhannigan paulweitz,chrisweitz C o m e d y   R o m a n c e"
73015,It's Complicated,merylstreep stevemartin alecbaldwin johnkrasinski nancymeyers C o m e d y   R o m a n c e
45517,Cars,"owenwilson paulnewman bonniehunt larrythecableguy johnlasseter,joeranft(co-director) A n i m a t i o n   C h i l d r e n   C o m e d y"
33836,Bewitched,nicolekidman willferrell shirleymaclaine michaelcaine noraephron C o m e d y   F a n t a s y   R o m a n c e
4017,Pollock,edharris robertknott mollyregan marciagayharden edharris D r a m a
120138,PK,aamirkhan anushkasharma saurabhshukla sanjaydutt rajkumarhirani C o m e d y   D r a m a   F a n t a s y   M y s t e r y   R o m a n c e
6565,Seabiscuit,davidmccullough jeffbridges paulvincento'connor chriscooper garyross D r a m a
8949,Sideways,paulgiamatti thomashadenchurch virginiamadsen sandraoh alexanderpayne C o m e d y   D r a m a   R o m a n c e
393,Street Fighter,jean-claudevandamme rauljulia ming-nawen damianchapa stevene.desouza A c t i o n   A d v e n t u r e   F a n t a s y
5970,My Girl,danaykroyd jamieleecurtis macaulayculkin annachlumsky howardzieff C o m e d y   D r a m a   R o m a n c e
1406,La Cérémonie,isabellehuppert sandrinebonnaire jean-pierrecassel jacquelinebisset claudechabrol C r i m e   D r a m a   M y s t e r y   T h r i l l e r
33154,Enron: The Smartest Guys in the Room,johnbeard timbelden barbaraboxer georgew.bush alexgibney D o c u m e n t a r y
62999,Madagascar: Escape 2 Africa,"benstiller chrisrock davidschwimmer jadapinkettsmith ericdarnell,tommcgrath A c t i o n   A d v e n t u r e   A n i m a t i o n   C h i l d r e n   C o m e d y   I M A X"
2122,Children of the Corn,peterhorton lindahamilton r.g.armstrong johnfranklin fritzkiersch H o r r o r   T h r i l l e r
109483,That Awkward Moment,zacefron milesteller michaelb.jordan imogenpoots tomgormican C o m e d y   R o m a n c e
478,Jimmy Hollywood,joepesci christianslater victoriaabril jasonbeghe barrylevinson C o m e d y   C r i m e   D r a m a
1679,Chairman of the Board,scott'carrottop'thompson courtneythorne-smith larrymiller raquelwelch alexzamm C o m e d y
43932,Pulse,kristenbell iansomerhalder christinamilian rickgonzalez jimsonzero A c t i o n   D r a m a   F a n t a s y   H o r r o r   M y s t e r y   S c i - F i   T h r i l l e r
153,Batman Forever,valkilmer tommyleejones jimcarrey nicolekidman joelschumacher A c t i o n   A d v e n t u r e   C o m e d y   C r i m e
54995,Planet Terror,rosemcgowan freddyrodríguez joshbrolin marleyshelton robertrodriguez A c t i o n   H o r r o r   S c i - F i
273,Mary Shelley's Frankenstein,robertdeniro kennethbranagh tomhulce helenabonhamcarter kennethbranagh D r a m a   H o r r o r   S c i - F i
3593,Battlefield Earth,johntravolta barrypepper forestwhitaker kimcoates rogerchristian A c t i o n   S c i - F i
1517,Austin Powers: International Man of Mystery,mikemyers elizabethhurley michaelyork mimirogers jayroach A c t i o n   A d v e n t u r e   C o m e d y
1405,Beavis and Butt-Head Do America,"mikejudge brucewillis demimoore clorisleachman mikejudge,mikedeseve,brianmulroney,yvettekaplan A d v e n t u r e   A n i m a t i o n   C o m e d y   C r i m e"
1921,Pi,seangullette markmargolis benshenkman pamelahart darrenaronofsky D r a m a   S c i - F i   T h r i l l e r
5464,Road to Perdition,tylerhoechlin robmaxey liamaiken jenniferjasonleigh sammendes C r i m e   D r a m a
6483,From Justin to Kelly,kellyclarkson justinguarini katherinebailess anikanonirose robertiscove M u s i c a l   R o m a n c e
69844,Harry Potter and the Half-Blood Prince,danielradcliffe michaelgambon davelegeno elaricajohnson davidyates A d v e n t u r e   F a n t a s y   M y s t e r y   R o m a n c e   I M A X
115629,Marshland,javiergutiérrez raúlarévalo maríavarod pericocervantes albertorodríguez C r i m e   T h r i l l e r
352,Crooklyn,alfrewoodard delroylindo davidpatrickkelly zeldaharris spikelee C o m e d y   D r a m a
108190,Divergent,shailenewoodley theojames ashleyjudd jaicourtney neilburger A d v e n t u r e   R o m a n c e   S c i - F i   I M A X
497,Much Ado About Nothing,richardbriers katebeckinsale imeldastaunton jimmyyuill kennethbranagh C o m e d y   R o m a n c e
1268,Pump Up the Volume,anthonylucero andyromano keithstuartthayer cherylpollak allanmoyle C o m e d y   D r a m a
278,Miami Rhapsody,sarahjessicaparker gilbellows antoniobanderas miafarrow davidfrankel C o m e d y
2510,Just the Ticket,andygarcia andiemacdowell richardbradford alicedrummond richardwenk C o m e d y   R o m a n c e
97938,Life of Pi,surajsharma irrfankhan ayushtandon gautambelur anglee A d v e n t u r e   D r a m a   I M A X
2321,Pleasantville,tobeymaguire reesewitherspoon williamh.macy joanallen garyross C o m e d y   D r a m a   F a n t a s y
3179,Angela's Ashes,emilywatson robertcarlyle joebreen ciaranowens alanparker D r a m a
442,Demolition Man,sylvesterstallone wesleysnipes sandrabullock nigelhawthorne marcobrambilla A c t i o n   A d v e n t u r e   S c i - F i
3997,Dungeons & Dragons,jeremyirons brucepayne justinwhalin marlonwayans courtneysolomon A c t i o n   A d v e n t u r e   C o m e d y   F a n t a s y
4865,From Hell,"johnnydepp heathergraham ianholm robbiecoltrane alberthughes,allenhughes C r i m e   H o r r o r   M y s t e r y   T h r i l l e r"
230,Dolores Claiborne,kathybates jenniferjasonleigh judyparfitt christopherplummer taylorhackford D r a m a   T h r i l l e r
2836,Outside Providence,shawnhatosy tommybone samanthalavigne jonathanbrandis michaelcorrente C o m e d y
94,Beautiful Girls,mattdillon noahemmerich annabethgish laurenholly teddemme C o m e d y   D r a m a   R o m a n c e
2232,Cube,nicoledeboer nickyguadagni davidhewlett andrewmiller vincenzonatali H o r r o r   M y s t e r y   S c i - F i   T h r i l l e r
123,Chungking Express,brigittelin tonychiu-waileung fayewong takeshikaneshiro kar-waiwong D r a m a   M y s t e r y   R o m a n c e
2806,Teaching Mrs. Tingle,helenmirren katieholmes jeffreytambor barrywatson kevinwilliamson C o m e d y   T h r i l l e r
6593,Freaky Friday,jamieleecurtis lindsaylohan markharmon haroldgould markwaters C h i l d r e n   C o m e d y   F a n t a s y
8977,Alexander,anthonyhopkins davidbedella jessiekamm angelinajolie oliverstone A c t i o n   A d v e n t u r e   D r a m a   W a r
60753,Felon,stephendorff marisolnichols vincentmiller annearcher ricromanwaugh C r i m e   D r a m a
155,Beyond Rangoon,patriciaarquette uaungko francesmcdormand spaldinggray johnboorman A d v e n t u r e   D r a m a   W a r
105246,Mood Indigo,romainduris audreytautou gadelmaleh omarsy michelgondry D r a m a   F a n t a s y
1688,Anastasia,"megryan johncusack kelseygrammer christopherlloyd donbluth,garygoldman A d v e n t u r e   A n i m a t i o n   C h i l d r e n   D r a m a   M u s i c a l"
3181,Titus,osheenjones dariod'ambrosi anthonyhopkins jessicalange julietaymor D r a m a
57183,Like Stars on Earth,"darsheelsafary aamirkhan tiscachopra vipinsharma aamirkhan,amolegupte D r a m a"
51255,Hot Fuzz,simonpegg martinfreeman billnighy robertpopper edgarwright A c t i o n   C o m e d y   C r i m e   M y s t e r y
95873,Ruby Sparks,"pauldano zoekazan chrismessina annettebening jonathandayton,valeriefaris C o m e d y   F a n t a s y   R o m a n c e"
628,Primal Fear,richardgere lauralinney johnmahoney alfrewoodard gregoryhoblit C r i m e   D r a m a   M y s t e r y   T h r i l l e r
1753,Half Baked,davechappelle guillermodíaz jimbreuer harlandwilliams tamradavis C o m e d y
3846,Easy Money,joelkinnaman matiasvarela dragomirmrsic lisahenni danielespinosa C o m e d y
73211,Pontypool,stephenmchattie lisahoule georginareilly hrantalianak brucemcdonald H o r r o r   T h r i l l e r
282,Nell,jodiefoster liamneeson natasharichardson richardlibertini michaelapted D r a m a
7320,Dirty Dancing: Havana Nights,diegoluna romolagarai selaward johnslattery guyferland R o m a n c e
64969,Yes Man,jimcarrey zooeydeschanel bradleycooper johnmichaelhiggins peytonreed C o m e d y
289,Only You,marisatomei robertdowneyjr. bonniehunt joaquimdealmeida normanjewison C o m e d y   R o m a n c e
2393,Star Trek: Insurrection,patrickstewart jonathanfrakes brentspiner levarburton jonathanfrakes A c t i o n   D r a m a   R o m a n c e   S c i - F i
1480,Smilla's Sense of Snow,onafletcher juliaormond aggaolsen patrickfield billeaugust D r a m a   T h r i l l e r
1556,Speed 2: Cruise Control,sandrabullock jasonpatric willemdafoe temueramorrison jandebont A c t i o n   R o m a n c e   T h r i l l e r
1266,Unforgiven,clinteastwood genehackman morganfreeman richardharris clinteastwood D r a m a   W e s t e r n
1416,Evita,madonna antoniobanderas jonathanpryce jimmynail alanparker D r a m a   M u s i c a l
137,Man of the Year,robinwilliams christopherwalken lauralinney lewisblack barrylevinson D o c u m e n t a r y
6615,Freddy vs. Jason,robertenglund kenkirzinger monicakeena jasonritter ronnyyu A c t i o n   H o r r o r   T h r i l l e r
5059,Little Dieter Needs to Fly,dieterdengler wernerherzog eugenedeatrick wernerherzog D o c u m e n t a r y
2770,Bowfinger,stevemartin eddiemurphy heathergraham christinebaranski frankoz C o m e d y
7458,Troy,julianglover briancox nathanjones adonimaropis wolfgangpetersen A c t i o n   A d v e n t u r e   D r a m a   W a r
34336,Must Love Dogs,dianelane johncusack elizabethperkins christopherplummer garydavidgoldberg C o m e d y   R o m a n c e
1747,Wag the Dog,dustinhoffman robertdeniro anneheche woodyharrelson barrylevinson C o m e d y
59315,Iron Man,robertdowneyjr. terrencehoward jeffbridges gwynethpaltrow jonfavreau A c t i o n   A d v e n t u r e   S c i - F i
65130,Revolutionary Road,katewinslet leonardodicaprio christopherfitzgerald jonathanroumie sammendes D r a m a   R o m a n c e
1339,Dracula,"belalugosi helenchandler davidmanners dwightfrye todbrowning,karlfreund F a n t a s y   H o r r o r   R o m a n c e   T h r i l l e r"
5481,Austin Powers in Goldmember,mikemyers beyoncé sethgreen michaelyork jayroach C o m e d y
102194,Mud,matthewmcconaughey reesewitherspoon tyesheridan jacoblofland jeffnichols A d v e n t u r e   C r i m e   D r a m a
